concept,lang_a,lang_b,ls_cogid_a,ls_cogid_b,sv_cogid_a,sv_cogid_b,verdict
I,Azerbaijani,Chuvash,1.0,2.0,307,307,DISAGREE_SV_ONLY
I,Azerbaijani,Kazakh,1.0,1.0,307,307,AGREE_COGNATE
I,Azerbaijani,Kyrgyz,1.0,4.0,307,308,AGREE_NON
I,Azerbaijani,Turkish,1.0,1.0,307,307,AGREE_COGNATE
I,Azerbaijani,Turkmen,1.0,1.0,307,307,AGREE_COGNATE
I,Azerbaijani,Uyghur,1.0,4.0,307,308,AGREE_NON
I,Azerbaijani,Uzbek,1.0,1.0,307,307,AGREE_COGNATE
I,Azerbaijani,Yakut,1.0,9.0,307,307,DISAGREE_SV_ONLY
I,Chuvash,Kazakh,2.0,1.0,307,307,DISAGREE_SV_ONLY
I,Chuvash,Kyrgyz,2.0,4.0,307,308,AGREE_NON
I,Chuvash,Turkish,2.0,1.0,307,307,DISAGREE_SV_ONLY
I,Chuvash,Turkmen,2.0,1.0,307,307,DISAGREE_SV_ONLY
I,Chuvash,Uyghur,2.0,4.0,307,308,AGREE_NON
I,Chuvash,Uzbek,2.0,1.0,307,307,DISAGREE_SV_ONLY
I,Chuvash,Yakut,2.0,9.0,307,307,DISAGREE_SV_ONLY
I,Kazakh,Kyrgyz,1.0,4.0,307,308,AGREE_NON
I,Kazakh,Turkish,1.0,1.0,307,307,AGREE_COGNATE
I,Kazakh,Turkmen,1.0,1.0,307,307,AGREE_COGNATE
I,Kazakh,Uyghur,1.0,4.0,307,308,AGREE_NON
I,Kazakh,Uzbek,1.0,1.0,307,307,AGREE_COGNATE
I,Kazakh,Yakut,1.0,9.0,307,307,DISAGREE_SV_ONLY
I,Kyrgyz,Turkish,4.0,1.0,308,307,AGREE_NON
I,Kyrgyz,Turkmen,4.0,1.0,308,307,AGREE_NON
I,Kyrgyz,Uyghur,4.0,4.0,308,308,AGREE_COGNATE
I,Kyrgyz,Uzbek,4.0,1.0,308,307,AGREE_NON
I,Kyrgyz,Yakut,4.0,9.0,308,307,AGREE_NON
I,Turkish,Turkmen,1.0,1.0,307,307,AGREE_COGNATE
I,Turkish,Uyghur,1.0,4.0,307,308,AGREE_NON
I,Turkish,Uzbek,1.0,1.0,307,307,AGREE_COGNATE
I,Turkish,Yakut,1.0,9.0,307,307,DISAGREE_SV_ONLY
I,Turkmen,Uyghur,1.0,4.0,307,308,AGREE_NON
I,Turkmen,Uzbek,1.0,1.0,307,307,AGREE_COGNATE
I,Turkmen,Yakut,1.0,9.0,307,307,DISAGREE_SV_ONLY
I,Uyghur,Uzbek,4.0,1.0,308,307,AGREE_NON
I,Uyghur,Yakut,4.0,9.0,308,307,AGREE_NON
I,Uzbek,Yakut,1.0,9.0,307,307,DISAGREE_SV_ONLY
all,Azerbaijani,Chuvash,10.0,11.0,665,665,DISAGREE_SV_ONLY
all,Azerbaijani,Kazakh,10.0,12.0,665,663,AGREE_NON
all,Azerbaijani,Kyrgyz,10.0,13.0,665,663,AGREE_NON
all,Azerbaijani,Turkish,10.0,10.0,665,665,AGREE_COGNATE
all,Azerbaijani,Turkmen,10.0,15.0,665,663,AGREE_NON
all,Azerbaijani,Uyghur,10.0,16.0,665,666,AGREE_NON
all,Azerbaijani,Uzbek,10.0,17.0,665,527,AGREE_NON
all,Azerbaijani,Yakut,10.0,10.0,665,664,DISAGREE_LS_ONLY
all,Chuvash,Kazakh,11.0,12.0,665,663,AGREE_NON
all,Chuvash,Kyrgyz,11.0,13.0,665,663,AGREE_NON
all,Chuvash,Turkish,11.0,10.0,665,665,DISAGREE_SV_ONLY
all,Chuvash,Turkmen,11.0,15.0,665,663,AGREE_NON
all,Chuvash,Uyghur,11.0,16.0,665,666,AGREE_NON
all,Chuvash,Uzbek,11.0,17.0,665,527,AGREE_NON
all,Chuvash,Yakut,11.0,10.0,665,664,AGREE_NON
all,Kazakh,Kyrgyz,12.0,13.0,663,663,DISAGREE_SV_ONLY
all,Kazakh,Turkish,12.0,10.0,663,665,AGREE_NON
all,Kazakh,Turkmen,12.0,15.0,663,663,DISAGREE_SV_ONLY
all,Kazakh,Uyghur,12.0,16.0,663,666,AGREE_NON
all,Kazakh,Uzbek,12.0,17.0,663,527,AGREE_NON
all,Kazakh,Yakut,12.0,10.0,663,664,AGREE_NON
all,Kyrgyz,Turkish,13.0,10.0,663,665,AGREE_NON
all,Kyrgyz,Turkmen,13.0,15.0,663,663,DISAGREE_SV_ONLY
all,Kyrgyz,Uyghur,13.0,16.0,663,666,AGREE_NON
all,Kyrgyz,Uzbek,13.0,17.0,663,527,AGREE_NON
all,Kyrgyz,Yakut,13.0,10.0,663,664,AGREE_NON
all,Turkish,Turkmen,10.0,15.0,665,663,AGREE_NON
all,Turkish,Uyghur,10.0,16.0,665,666,AGREE_NON
all,Turkish,Uzbek,10.0,17.0,665,527,AGREE_NON
all,Turkish,Yakut,10.0,10.0,665,664,DISAGREE_LS_ONLY
all,Turkmen,Uyghur,15.0,16.0,663,666,AGREE_NON
all,Turkmen,Uzbek,15.0,17.0,663,527,AGREE_NON
all,Turkmen,Yakut,15.0,10.0,663,664,AGREE_NON
all,Uyghur,Uzbek,16.0,17.0,666,527,AGREE_NON
all,Uyghur,Yakut,16.0,10.0,666,664,AGREE_NON
all,Uzbek,Yakut,17.0,10.0,527,664,AGREE_NON
bark,Azerbaijani,Chuvash,18.0,18.0,675,675,AGREE_COGNATE
bark,Azerbaijani,Kazakh,18.0,18.0,675,675,AGREE_COGNATE
bark,Azerbaijani,Kyrgyz,18.0,18.0,675,675,AGREE_COGNATE
bark,Azerbaijani,Turkish,18.0,18.0,675,675,AGREE_COGNATE
bark,Azerbaijani,Turkmen,18.0,18.0,675,675,AGREE_COGNATE
bark,Azerbaijani,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Azerbaijani,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Chuvash,Kazakh,18.0,18.0,675,675,AGREE_COGNATE
bark,Chuvash,Kyrgyz,18.0,18.0,675,675,AGREE_COGNATE
bark,Chuvash,Turkish,18.0,18.0,675,675,AGREE_COGNATE
bark,Chuvash,Turkmen,18.0,18.0,675,675,AGREE_COGNATE
bark,Chuvash,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Chuvash,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Kazakh,Kyrgyz,18.0,18.0,675,675,AGREE_COGNATE
bark,Kazakh,Turkish,18.0,18.0,675,675,AGREE_COGNATE
bark,Kazakh,Turkmen,18.0,18.0,675,675,AGREE_COGNATE
bark,Kazakh,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Kazakh,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Kyrgyz,Turkish,18.0,18.0,675,675,AGREE_COGNATE
bark,Kyrgyz,Turkmen,18.0,18.0,675,675,AGREE_COGNATE
bark,Kyrgyz,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Kyrgyz,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Turkish,Turkmen,18.0,18.0,675,675,AGREE_COGNATE
bark,Turkish,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Turkish,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Turkmen,Uyghur,18.0,24.0,675,675,DISAGREE_SV_ONLY
bark,Turkmen,Yakut,18.0,26.0,675,677,AGREE_NON
bark,Uyghur,Yakut,24.0,26.0,675,677,AGREE_NON
big,Azerbaijani,Chuvash,27.0,28.0,78,79,AGREE_NON
big,Azerbaijani,Kazakh,27.0,29.0,78,76,AGREE_NON
big,Azerbaijani,Turkish,27.0,30.0,78,78,DISAGREE_SV_ONLY
big,Azerbaijani,Turkmen,27.0,31.0,78,77,AGREE_NON
big,Azerbaijani,Yakut,27.0,33.0,78,77,AGREE_NON
big,Chuvash,Kazakh,28.0,29.0,79,76,AGREE_NON
big,Chuvash,Turkish,28.0,30.0,79,78,AGREE_NON
big,Chuvash,Turkmen,28.0,31.0,79,77,AGREE_NON
big,Chuvash,Yakut,28.0,33.0,79,77,AGREE_NON
big,Kazakh,Turkish,29.0,30.0,76,78,AGREE_NON
big,Kazakh,Turkmen,29.0,31.0,76,77,AGREE_NON
big,Kazakh,Yakut,29.0,33.0,76,77,AGREE_NON
big,Turkish,Turkmen,30.0,31.0,78,77,AGREE_NON
big,Turkish,Yakut,30.0,33.0,78,77,AGREE_NON
big,Turkmen,Yakut,31.0,33.0,77,77,DISAGREE_SV_ONLY
bird,Azerbaijani,Chuvash,34.0,35.0,275,278,AGREE_NON
bird,Azerbaijani,Kazakh,34.0,34.0,275,275,AGREE_COGNATE
bird,Azerbaijani,Kyrgyz,34.0,37.0,275,277,AGREE_NON
bird,Azerbaijani,Turkish,34.0,34.0,275,275,AGREE_COGNATE
bird,Azerbaijani,Turkmen,34.0,34.0,275,275,AGREE_COGNATE
bird,Azerbaijani,Uyghur,34.0,34.0,275,275,AGREE_COGNATE
bird,Azerbaijani,Uzbek,34.0,34.0,275,275,AGREE_COGNATE
bird,Azerbaijani,Yakut,34.0,42.0,275,276,AGREE_NON
bird,Chuvash,Kazakh,35.0,34.0,278,275,AGREE_NON
bird,Chuvash,Kyrgyz,35.0,37.0,278,277,AGREE_NON
bird,Chuvash,Turkish,35.0,34.0,278,275,AGREE_NON
bird,Chuvash,Turkmen,35.0,34.0,278,275,AGREE_NON
bird,Chuvash,Uyghur,35.0,34.0,278,275,AGREE_NON
bird,Chuvash,Uzbek,35.0,34.0,278,275,AGREE_NON
bird,Chuvash,Yakut,35.0,42.0,278,276,AGREE_NON
bird,Kazakh,Kyrgyz,34.0,37.0,275,277,AGREE_NON
bird,Kazakh,Turkish,34.0,34.0,275,275,AGREE_COGNATE
bird,Kazakh,Turkmen,34.0,34.0,275,275,AGREE_COGNATE
bird,Kazakh,Uyghur,34.0,34.0,275,275,AGREE_COGNATE
bird,Kazakh,Uzbek,34.0,34.0,275,275,AGREE_COGNATE
bird,Kazakh,Yakut,34.0,42.0,275,276,AGREE_NON
bird,Kyrgyz,Turkish,37.0,34.0,277,275,AGREE_NON
bird,Kyrgyz,Turkmen,37.0,34.0,277,275,AGREE_NON
bird,Kyrgyz,Uyghur,37.0,34.0,277,275,AGREE_NON
bird,Kyrgyz,Uzbek,37.0,34.0,277,275,AGREE_NON
bird,Kyrgyz,Yakut,37.0,42.0,277,276,AGREE_NON
bird,Turkish,Turkmen,34.0,34.0,275,275,AGREE_COGNATE
bird,Turkish,Uyghur,34.0,34.0,275,275,AGREE_COGNATE
bird,Turkish,Uzbek,34.0,34.0,275,275,AGREE_COGNATE
bird,Turkish,Yakut,34.0,42.0,275,276,AGREE_NON
bird,Turkmen,Uyghur,34.0,34.0,275,275,AGREE_COGNATE
bird,Turkmen,Uzbek,34.0,34.0,275,275,AGREE_COGNATE
bird,Turkmen,Yakut,34.0,42.0,275,276,AGREE_NON
bird,Uyghur,Uzbek,34.0,34.0,275,275,AGREE_COGNATE
bird,Uyghur,Yakut,34.0,42.0,275,276,AGREE_NON
bird,Uzbek,Yakut,34.0,42.0,275,276,AGREE_NON
blood,Azerbaijani,Chuvash,43.0,44.0,13,13,DISAGREE_SV_ONLY
blood,Azerbaijani,Kazakh,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Kyrgyz,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Turkish,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Turkmen,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Uyghur,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Azerbaijani,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Chuvash,Kazakh,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Kyrgyz,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Turkish,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Turkmen,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Uyghur,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Uzbek,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Chuvash,Yakut,44.0,43.0,13,13,DISAGREE_SV_ONLY
blood,Kazakh,Kyrgyz,43.0,43.0,13,13,AGREE_COGNATE
blood,Kazakh,Turkish,43.0,43.0,13,13,AGREE_COGNATE
blood,Kazakh,Turkmen,43.0,43.0,13,13,AGREE_COGNATE
blood,Kazakh,Uyghur,43.0,43.0,13,13,AGREE_COGNATE
blood,Kazakh,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Kazakh,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Kyrgyz,Turkish,43.0,43.0,13,13,AGREE_COGNATE
blood,Kyrgyz,Turkmen,43.0,43.0,13,13,AGREE_COGNATE
blood,Kyrgyz,Uyghur,43.0,43.0,13,13,AGREE_COGNATE
blood,Kyrgyz,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Kyrgyz,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkish,Turkmen,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkish,Uyghur,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkish,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkish,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkmen,Uyghur,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkmen,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Turkmen,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Uyghur,Uzbek,43.0,43.0,13,13,AGREE_COGNATE
blood,Uyghur,Yakut,43.0,43.0,13,13,AGREE_COGNATE
blood,Uzbek,Yakut,43.0,43.0,13,13,AGREE_COGNATE
bone,Azerbaijani,Chuvash,45.0,45.0,14,14,AGREE_COGNATE
bone,Azerbaijani,Kazakh,45.0,47.0,14,14,DISAGREE_SV_ONLY
bone,Azerbaijani,Kyrgyz,45.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Azerbaijani,Turkish,45.0,49.0,14,15,AGREE_NON
bone,Azerbaijani,Turkmen,45.0,50.0,14,14,DISAGREE_SV_ONLY
bone,Azerbaijani,Uyghur,45.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Azerbaijani,Uzbek,45.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Azerbaijani,Yakut,45.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Kazakh,45.0,47.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Kyrgyz,45.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Turkish,45.0,49.0,14,15,AGREE_NON
bone,Chuvash,Turkmen,45.0,50.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Uyghur,45.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Uzbek,45.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Chuvash,Yakut,45.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Kazakh,Kyrgyz,47.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Kazakh,Turkish,47.0,49.0,14,15,AGREE_NON
bone,Kazakh,Turkmen,47.0,50.0,14,14,DISAGREE_SV_ONLY
bone,Kazakh,Uyghur,47.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Kazakh,Uzbek,47.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Kazakh,Yakut,47.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Kyrgyz,Turkish,48.0,49.0,14,15,AGREE_NON
bone,Kyrgyz,Turkmen,48.0,50.0,14,14,DISAGREE_SV_ONLY
bone,Kyrgyz,Uyghur,48.0,48.0,14,14,AGREE_COGNATE
bone,Kyrgyz,Uzbek,48.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Kyrgyz,Yakut,48.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Turkish,Turkmen,49.0,50.0,15,14,AGREE_NON
bone,Turkish,Uyghur,49.0,48.0,15,14,AGREE_NON
bone,Turkish,Uzbek,49.0,52.0,15,14,AGREE_NON
bone,Turkish,Yakut,49.0,53.0,15,14,AGREE_NON
bone,Turkmen,Uyghur,50.0,48.0,14,14,DISAGREE_SV_ONLY
bone,Turkmen,Uzbek,50.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Turkmen,Yakut,50.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Uyghur,Uzbek,48.0,52.0,14,14,DISAGREE_SV_ONLY
bone,Uyghur,Yakut,48.0,53.0,14,14,DISAGREE_SV_ONLY
bone,Uzbek,Yakut,52.0,53.0,14,14,DISAGREE_SV_ONLY
dog,Azerbaijani,Chuvash,54.0,55.0,249,249,DISAGREE_SV_ONLY
dog,Azerbaijani,Kazakh,54.0,54.0,249,249,AGREE_COGNATE
dog,Azerbaijani,Kyrgyz,54.0,54.0,249,249,AGREE_COGNATE
dog,Azerbaijani,Turkish,54.0,58.0,249,251,AGREE_NON
dog,Azerbaijani,Turkmen,54.0,54.0,249,249,AGREE_COGNATE
dog,Azerbaijani,Uyghur,54.0,55.0,249,249,DISAGREE_SV_ONLY
dog,Azerbaijani,Uzbek,54.0,54.0,249,249,AGREE_COGNATE
dog,Azerbaijani,Yakut,54.0,54.0,249,249,AGREE_COGNATE
dog,Chuvash,Kazakh,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Chuvash,Kyrgyz,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Chuvash,Turkish,55.0,58.0,249,251,AGREE_NON
dog,Chuvash,Turkmen,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Chuvash,Uyghur,55.0,55.0,249,249,AGREE_COGNATE
dog,Chuvash,Uzbek,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Chuvash,Yakut,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Kazakh,Kyrgyz,54.0,54.0,249,249,AGREE_COGNATE
dog,Kazakh,Turkish,54.0,58.0,249,251,AGREE_NON
dog,Kazakh,Turkmen,54.0,54.0,249,249,AGREE_COGNATE
dog,Kazakh,Uyghur,54.0,55.0,249,249,DISAGREE_SV_ONLY
dog,Kazakh,Uzbek,54.0,54.0,249,249,AGREE_COGNATE
dog,Kazakh,Yakut,54.0,54.0,249,249,AGREE_COGNATE
dog,Kyrgyz,Turkish,54.0,58.0,249,251,AGREE_NON
dog,Kyrgyz,Turkmen,54.0,54.0,249,249,AGREE_COGNATE
dog,Kyrgyz,Uyghur,54.0,55.0,249,249,DISAGREE_SV_ONLY
dog,Kyrgyz,Uzbek,54.0,54.0,249,249,AGREE_COGNATE
dog,Kyrgyz,Yakut,54.0,54.0,249,249,AGREE_COGNATE
dog,Turkish,Turkmen,58.0,54.0,251,249,AGREE_NON
dog,Turkish,Uyghur,58.0,55.0,251,249,AGREE_NON
dog,Turkish,Uzbek,58.0,54.0,251,249,AGREE_NON
dog,Turkish,Yakut,58.0,54.0,251,249,AGREE_NON
dog,Turkmen,Uyghur,54.0,55.0,249,249,DISAGREE_SV_ONLY
dog,Turkmen,Uzbek,54.0,54.0,249,249,AGREE_COGNATE
dog,Turkmen,Yakut,54.0,54.0,249,249,AGREE_COGNATE
dog,Uyghur,Uzbek,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Uyghur,Yakut,55.0,54.0,249,249,DISAGREE_SV_ONLY
dog,Uzbek,Yakut,54.0,54.0,249,249,AGREE_COGNATE
ear,Azerbaijani,Chuvash,59.0,60.0,360,361,AGREE_NON
ear,Azerbaijani,Kazakh,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Kyrgyz,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Turkish,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Turkmen,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Uyghur,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Azerbaijani,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Chuvash,Kazakh,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Kyrgyz,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Turkish,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Turkmen,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Uyghur,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Uzbek,60.0,59.0,361,360,AGREE_NON
ear,Chuvash,Yakut,60.0,67.0,361,360,AGREE_NON
ear,Kazakh,Kyrgyz,59.0,59.0,360,360,AGREE_COGNATE
ear,Kazakh,Turkish,59.0,59.0,360,360,AGREE_COGNATE
ear,Kazakh,Turkmen,59.0,59.0,360,360,AGREE_COGNATE
ear,Kazakh,Uyghur,59.0,59.0,360,360,AGREE_COGNATE
ear,Kazakh,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Kazakh,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Kyrgyz,Turkish,59.0,59.0,360,360,AGREE_COGNATE
ear,Kyrgyz,Turkmen,59.0,59.0,360,360,AGREE_COGNATE
ear,Kyrgyz,Uyghur,59.0,59.0,360,360,AGREE_COGNATE
ear,Kyrgyz,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Kyrgyz,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Turkish,Turkmen,59.0,59.0,360,360,AGREE_COGNATE
ear,Turkish,Uyghur,59.0,59.0,360,360,AGREE_COGNATE
ear,Turkish,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Turkish,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Turkmen,Uyghur,59.0,59.0,360,360,AGREE_COGNATE
ear,Turkmen,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Turkmen,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Uyghur,Uzbek,59.0,59.0,360,360,AGREE_COGNATE
ear,Uyghur,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
ear,Uzbek,Yakut,59.0,67.0,360,360,DISAGREE_SV_ONLY
egg,Azerbaijani,Chuvash,68.0,68.0,139,139,AGREE_COGNATE
egg,Azerbaijani,Kazakh,68.0,70.0,139,139,DISAGREE_SV_ONLY
egg,Azerbaijani,Kyrgyz,68.0,70.0,139,139,DISAGREE_SV_ONLY
egg,Azerbaijani,Turkish,68.0,68.0,139,139,AGREE_COGNATE
egg,Azerbaijani,Turkmen,68.0,73.0,139,139,DISAGREE_SV_ONLY
egg,Azerbaijani,Yakut,68.0,75.0,139,139,DISAGREE_SV_ONLY
egg,Chuvash,Kazakh,68.0,70.0,139,139,DISAGREE_SV_ONLY
egg,Chuvash,Kyrgyz,68.0,70.0,139,139,DISAGREE_SV_ONLY
egg,Chuvash,Turkish,68.0,68.0,139,139,AGREE_COGNATE
egg,Chuvash,Turkmen,68.0,73.0,139,139,DISAGREE_SV_ONLY
egg,Chuvash,Yakut,68.0,75.0,139,139,DISAGREE_SV_ONLY
egg,Kazakh,Kyrgyz,70.0,70.0,139,139,AGREE_COGNATE
egg,Kazakh,Turkish,70.0,68.0,139,139,DISAGREE_SV_ONLY
egg,Kazakh,Turkmen,70.0,73.0,139,139,DISAGREE_SV_ONLY
